Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Is_Weekend,Fraud_Label,Amount_to_Avg_Ratio
135.75,3,59880.09,2,4,2,0,0,4,219.36,4,2,35,4411.62,3,1,1,0.6185637473799326
32.03,3,67434.95,0,0,1,1,0,3,39.62,2,2,226,4380.06,3,0,0,0.8063947633434039
363.85,2,81297.08,2,3,0,0,1,6,138.05,4,0,124,4829.17,2,0,1,2.6337314513210277
90.07,0,39851.52,1,1,2,0,1,10,414.55,4,3,190,408.06,2,0,1,0.21721934161340886
288.2,2,2593.22,1,4,1,0,0,2,319.42,0,0,205,3688.45,1,0,0,0.9019779669504255
125.78,1,44160.91,1,4,3,0,0,1,335.05,3,0,63,1844.61,2,0,0,0.37529464418916897
39.97,3,61443.11,1,0,4,0,0,13,10.22,2,0,136,2456.35,0,0,1,3.873062015503876
85.93,2,21565.58,2,3,4,0,0,1,429.21,3,0,213,2367.9,3,1,0,0.20015839370152105
29.28,1,99364.78,1,0,2,0,1,9,305.76,4,1,52,79.38,2,1,1,0.09573007258222717
36.08,3,55036.96,0,3,3,0,0,7,61.89,4,1,4,2933.2,3,1,1,0.5820293595741248
47.89,0,96190.49,2,1,4,0,0,3,253.78,0,3,120,2300.67,0,1,0,0.18863242476760675
27.39,2,21580.7,1,3,1,0,0,11,18.87,3,2,222,971.4,3,1,1,1.4438587243015286
22.6,3,59914.94,1,2,1,0,0,12,159.88,2,1,53,2562.12,2,0,0,0.14126765845730718
75.89,3,9433.68,0,2,4,0,0,6,420.42,2,1,77,1481.87,1,0,0,0.18046704080662035
67.22,0,66857.0,0,1,3,0,0,11,447.43,3,0,155,2978.27,2,0,0,0.15020222108015105
277.88,1,36834.93,2,0,3,0,0,10,20.51,3,0,220,386.2,1,0,0,13.482775351770982
183.67,1,57194.86,1,4,0,0,0,14,98.09,0,1,124,4267.42,3,1,0,1.870557083206029
60.31,2,12785.6,1,1,4,0,0,12,407.96,1,1,119,1254.75,0,0,1,0.1477968926138313
324.85,0,43634.81,2,1,1,0,0,3,385.32,2,0,99,702.77,0,0,0,0.8428467645685227
133.13,2,91884.18,2,1,1,0,0,9,314.91,3,3,169,768.15,2,1,1,0.4226215040792355
153.8,3,71181.99,2,0,3,0,0,1,181.56,3,1,208,1490.33,0,0,0,0.8466365738192227
9.31,1,77782.87,1,4,1,0,0,6,469.49,3,1,100,2382.35,2,0,0,0.019825805489895442
98.01,2,90496.15,0,2,3,0,0,13,148.54,1,0,18,298.07,2,0,1,0.6593783638320776
135.83,2,56961.82,1,4,0,0,0,5,240.8,4,2,229,3529.51,0,0,1,0.5638439186384392
50.85,1,35910.89,1,2,0,1,0,12,255.44,3,1,93,1933.29,0,0,1,0.1989903733270721
29.29,2,46474.24,0,0,3,0,0,2,354.2,0,3,193,2474.07,0,0,1,0.08267005362686988
53.78,0,30167.46,2,1,2,0,0,4,186.3,0,2,63,3929.28,3,0,1,0.288519313304721
9.41,2,66528.63,2,4,0,0,0,5,30.63,0,0,142,197.6,1,0,0,0.30621542466644974
69.88,0,70363.16,2,0,1,0,0,9,132.54,3,3,168,4531.25,1,0,0,0.5268395657418576
21.85,1,80256.52,0,4,0,0,0,8,61.18,2,2,6,4480.28,1,0,0,0.3565600522193212
97.68,0,5678.35,2,0,1,0,0,7,470.44,0,1,144,4707.91,3,0,0,0.20759127810600586
210.25,2,9014.98,0,3,3,0,0,10,255.23,4,3,67,2754.4,2,1,1,0.8234441702894294
215.03,0,52891.79,2,4,3,0,0,14,317.47,3,1,170,3850.78,1,1,0,0.6771105583021065
85.72,2,40519.85,2,1,0,0,0,12,159.98,2,0,77,3652.36,0,0,0,0.5354822588705648
27.42,3,4518.96,1,1,2,0,0,3,197.66,3,2,86,3746.59,3,1,0,0.13865291262135923
232.17,2,68377.65,2,0,1,0,0,9,493.12,0,0,35,1130.99,3,0,1,0.470723003933336
60.68,0,77925.34,0,3,3,0,1,8,295.3,0,2,172,2594.84,2,1,0,0.20541638456330397
76.04,2,57289.33,0,1,0,0,0,5,418.07,4,2,124,2015.06,1,0,1,0.1818399215630007
12.03,3,65708.18,2,2,3,0,0,8,149.39,2,1,14,2275.78,1,0,0,0.08047361027493478
36.12,1,78327.21,1,2,0,0,0,11,461.75,3,0,79,3311.76,0,1,0,0.07820721013316011
11.65,3,56954.3,0,4,4,0,0,9,318.63,4,1,194,4320.39,0,1,1,0.036551313023562265
7.02,0,64969.78,1,4,4,0,0,1,323.32,2,1,71,3921.64,3,0,0,0.021705522231154534
58.32,1,11088.33,1,0,3,0,0,14,41.17,3,3,94,4778.51,1,1,0,1.4131330264114368
41.1,3,4359.94,0,4,2,0,0,1,302.26,3,3,35,1492.61,2,0,0,0.13593067866119857
172.03,0,29159.76,1,0,3,0,0,2,321.19,2,0,150,1296.37,2,0,0,0.5354352765414423
53.94,2,17483.73,0,0,0,0,0,9,410.27,0,3,231,1906.35,2,0,0,0.13144235689743403
149.67,0,61841.11,1,4,0,0,0,5,383.07,2,3,236,262.09,3,0,0,0.3906099120494819
49.85,1,84089.72,1,4,1,0,0,8,419.36,2,3,165,2856.42,3,0,0,0.11884327468650169
35.21,3,86882.08,0,1,1,1,0,14,321.17,0,3,67,3966.1,0,0,0,0.10959628972515328
112.62,0,63525.59,2,1,4,0,0,7,390.29,3,1,61,2292.33,0,0,0,0.28848075001921153
13.25,0,18491.85,0,4,4,0,0,1,296.57,1,1,208,1340.57,0,0,1,0.04466241952337614
102.34,3,68122.0,0,2,1,0,0,1,458.0,2,0,145,2060.47,3,1,0,0.22340100414756603
127.49,3,14881.41,2,4,4,0,0,7,53.6,2,1,68,697.05,2,1,0,2.374115456238361
6.68,0,47558.76,1,0,3,0,0,1,303.54,3,0,137,2492.27,2,1,0,0.02199973653010143
69.15,1,54579.74,1,3,0,0,0,4,52.28,3,0,181,1057.64,0,1,0,1.320160366552119
56.33,0,80453.59,1,0,0,0,0,7,79.19,4,2,80,4671.56,1,1,1,0.7104300668432337
174.92,0,6649.77,0,1,3,0,0,14,141.7,1,1,119,4397.19,1,0,0,1.233568406205924
150.11,3,59402.83,2,0,4,0,0,11,253.69,0,0,167,3367.36,3,1,1,0.5914732652980812
80.62,1,7359.41,0,2,0,0,0,7,159.56,4,2,117,910.14,3,1,1,0.5049480145308781
20.93,3,61359.0,2,3,1,0,0,6,177.72,2,2,77,2582.44,1,0,0,0.11770329546732651
102.45,2,47478.15,1,0,3,0,0,7,151.86,4,3,117,4362.14,1,1,1,0.6741905764674915
17.01,0,4314.53,2,2,0,0,0,4,152.65,1,0,72,4498.77,3,0,0,0.11135842880523733
26.89,1,78084.42,2,4,3,0,0,9,221.64,2,2,36,2777.23,1,0,0,0.12126815188960044
38.46,1,97259.28,0,2,4,0,0,7,164.94,4,3,181,397.16,0,0,1,0.23303441589917598
10.53,3,24771.63,1,0,2,0,0,9,253.55,3,1,45,623.93,0,0,0,0.041513897102306324
101.59,2,98519.57,2,1,0,0,0,7,140.57,4,3,9,3478.36,0,1,1,0.7221866780408048
220.05,1,8379.1,0,3,4,0,0,7,131.06,4,2,28,3553.27,2,0,1,1.67772186642269
136.41,2,41298.72,1,0,3,1,0,8,369.35,2,0,80,3429.12,1,1,0,0.36922452293950464
132.06,0,41893.68,1,0,4,0,0,14,289.82,3,1,148,189.65,0,0,0,0.4555049668874172
263.38,2,54081.93,2,1,4,1,1,14,247.54,1,2,104,3227.09,0,1,0,1.0635600064609918
81.05,0,97085.62,1,2,2,0,1,14,355.12,4,3,193,30.22,3,0,1,0.22816845898316535
78.71,1,49001.09,0,1,1,0,0,5,135.72,1,0,14,135.89,3,1,0,0.579517007804447
25.02,3,14369.88,0,4,3,0,0,7,475.68,3,1,200,2070.03,1,0,0,0.05258733027870024
133.62,2,4583.47,2,2,2,0,0,2,184.71,1,2,72,1885.74,1,0,0,0.7230128239813863
97.72,2,48658.9,2,4,0,0,0,14,103.74,2,1,80,3011.45,2,0,0,0.9410631741140216
77.48,1,25340.6,2,1,2,0,0,14,121.4,0,1,72,1759.11,2,1,0,0.6376954732510288
50.22,2,46880.35,1,4,1,0,0,9,365.15,3,0,80,447.51,0,1,0,0.13749486652977413
279.7,3,33076.61,0,2,0,0,0,8,83.57,4,1,219,4724.22,3,0,1,3.342894705390224
50.67,3,72041.08,2,3,0,0,0,4,75.06,1,0,140,1699.38,1,1,0,0.674161788185205
376.98,2,22861.75,1,4,0,0,0,7,38.42,1,2,3,4064.07,1,0,0,9.786604361370717
214.66,3,72342.32,0,3,3,0,0,5,395.58,2,2,55,1686.63,3,1,0,0.5425090982612212
31.34,3,31731.16,2,4,4,1,0,3,306.97,2,2,231,3735.91,2,1,0,0.10206141922037319
4.91,3,85367.23,0,3,4,0,0,11,443.69,3,3,91,2606.41,0,0,0,0.011063791432884922
147.54,3,56936.57,0,1,2,0,0,1,391.93,2,2,176,4506.02,0,0,0,0.3763487488202433
83.96,3,95995.46,2,1,1,0,1,10,262.31,1,3,7,517.94,0,0,0,0.31995731869974464
21.17,1,48390.9,0,2,4,0,0,6,36.77,1,3,132,972.07,3,1,0,0.5741795497694603
50.31,1,96880.01,1,4,4,0,0,9,85.21,1,1,68,3109.11,3,1,0,0.5897315672254133
67.99,3,43422.62,1,0,3,0,0,5,34.29,2,2,54,1330.03,0,0,0,1.9770282058738002
11.36,0,50106.4,0,0,4,0,0,1,388.86,0,1,151,3031.88,0,0,0,0.02920608802961744
46.6,1,8873.84,2,0,0,0,0,6,316.72,1,0,212,2507.96,3,0,0,0.14708667382109714
226.01,0,18168.94,1,3,4,0,0,7,262.73,2,3,100,1302.85,2,0,0,0.8599094471711751
31.85,3,56010.61,2,2,1,0,0,14,168.5,3,2,67,3800.37,1,0,0,0.18890865954922895
116.02,3,37924.78,1,3,2,0,0,7,252.06,2,3,152,2801.73,2,0,0,0.4601046954314721
142.96,0,11261.83,2,4,2,0,0,11,107.83,2,0,39,2056.01,1,0,0,1.3245622162512742
50.63,1,19427.68,0,1,4,0,0,2,21.06,0,1,45,2821.99,0,0,0,2.3927221172022684
33.07,0,31766.9,1,1,1,0,1,13,223.44,3,2,73,3798.46,3,0,0,0.14793772926545584
49.52,0,4003.0,2,4,2,0,0,5,105.44,3,0,102,4785.73,2,0,0,0.4692059882509002
18.21,1,18085.81,2,1,0,0,0,7,149.34,4,2,16,283.38,2,0,1,0.1218549250535332
137.87,0,26750.88,2,0,0,0,0,1,415.1,1,3,136,1998.31,3,0,1,0.33205684007707126
134.85,3,71915.71,2,4,4,0,0,6,389.23,0,3,219,2960.44,0,1,0,0.34636426681735283
74.88,1,10572.14,1,0,1,0,1,2,312.01,0,3,45,3054.8,1,1,0,0.23991541443721762
26.74,3,89952.21,1,2,2,0,0,6,268.29,4,1,43,3491.56,1,0,1,0.09963113379783149
131.59,0,65061.2,2,3,3,0,0,5,198.53,4,0,179,2270.15,3,0,1,0.6624880430952022
86.45,2,95818.42,1,3,1,0,1,12,412.5,2,2,110,2405.9,2,0,0,0.20952496364517692
29.55,3,2240.1,1,2,4,0,0,2,104.46,0,1,105,4841.55,3,0,1,0.2826128538638103
0.25,2,33658.45,0,1,1,0,0,6,290.07,3,2,187,3838.36,0,0,0,0.0008615639108109039
70.56,1,44721.47,2,4,4,0,0,7,176.15,2,2,226,4539.5,3,0,0,0.4003404255319149
163.13,1,67655.87,1,2,2,0,0,6,492.93,2,1,53,3160.51,3,0,0,0.3308723607082733
307.8,1,70957.57,0,4,0,1,0,2,44.93,3,1,190,4457.78,1,1,0,6.8354430379746836
208.11,2,74579.83,2,1,1,0,1,1,459.17,4,0,220,3473.34,1,0,1,0.4531321444901692
123.46,2,91451.58,1,1,3,0,0,6,232.08,4,0,67,3478.15,3,0,1,0.5317426134895339
139.42,1,50998.03,2,2,1,0,0,7,441.61,2,2,31,142.15,3,0,0,0.31563695637409156
132.53,0,1982.52,1,2,4,0,0,5,227.08,0,2,61,188.72,2,0,0,0.5833700149661062
107.04,0,54123.9,1,3,4,0,0,11,366.46,0,2,104,2435.51,1,0,0,0.2920122217372327
11.0,0,70864.06,2,3,4,0,0,8,323.89,4,2,204,2638.4,2,0,1,0.03395166517485108
474.39,2,62973.02,1,0,0,0,0,6,87.74,1,0,145,4037.99,2,0,0,5.400614754098362
283.89,3,31037.97,1,1,0,0,0,4,68.78,1,1,47,4342.09,2,1,0,4.121515679442509
37.52,1,95383.96,1,3,4,0,0,7,354.66,4,3,64,741.56,3,0,1,0.10576164167324388
65.29,1,50363.23,2,2,4,0,0,10,377.25,2,3,193,4912.89,3,1,0,0.1730223930038426
50.9,0,90288.51,0,2,1,0,0,5,28.83,1,2,86,531.63,2,1,0,1.7594192879363981
125.67,2,3281.56,1,0,3,0,0,10,432.71,1,0,170,3385.45,1,0,0,0.29035835586053926
390.13,3,62017.52,1,1,4,0,0,7,296.56,0,3,99,4623.94,0,1,0,1.315074496056091
100.4,2,76007.75,1,3,3,0,0,8,447.3,1,0,55,2903.69,3,0,0,0.22440768886902102
141.04,0,45324.83,2,0,0,0,0,2,15.69,1,3,174,3826.71,0,0,1,8.93223559214693
94.78,0,26137.14,1,1,1,0,0,4,71.41,3,1,36,1231.58,0,0,0,1.3254090337015805
54.42,0,3107.62,0,4,3,0,0,5,57.71,3,1,51,2019.77,3,0,0,0.941359626362221
214.05,1,20720.23,1,3,1,0,0,11,487.1,3,3,13,4310.88,2,0,0,0.4393472906403941
95.83,3,11512.37,2,2,1,0,0,5,242.38,0,2,194,2747.88,2,1,0,0.3952078521939954
80.5,0,78454.29,0,1,0,0,0,4,295.9,3,0,238,106.55,2,0,0,0.2719594594594595
4.1,1,27632.7,1,3,2,0,0,9,198.58,3,0,54,1294.82,2,0,0,0.02063619891282464
16.72,1,51434.07,1,4,3,0,0,8,417.49,1,3,211,2146.49,1,0,0,0.040039272971096045
40.08,0,28882.27,0,4,4,0,0,12,448.97,3,2,173,4678.84,0,1,1,0.08925111897922372
78.03,2,40417.4,1,3,4,0,0,1,499.06,4,3,36,663.3,2,0,1,0.15632262200496835
193.27,1,57199.43,0,3,1,0,0,10,308.27,3,3,195,1439.23,0,0,0,0.6267470895352986
9.76,3,19760.74,1,2,2,0,0,4,364.76,0,0,24,3113.55,3,0,1,0.026749986296113575
22.21,1,80447.47,2,1,4,0,0,5,205.65,1,3,165,2801.69,1,1,0,0.10794653705953827
15.17,0,80886.67,0,2,2,0,0,11,153.03,4,2,126,639.27,1,0,1,0.09906615294194475
198.84,2,79668.8,2,0,1,0,0,2,277.33,1,3,155,4592.6,3,0,0,0.7167213351115597
13.71,1,3969.16,2,4,1,0,0,14,359.95,0,0,227,4874.26,0,0,0,0.038078044716011665
88.1,0,87712.75,0,0,0,1,0,4,339.08,3,3,43,2767.62,2,0,0,0.2597440886844743
4.91,1,6455.35,0,2,2,0,0,5,425.16,2,3,193,3976.36,3,0,0,0.011545877815924374
117.49,0,62132.37,2,2,4,0,1,1,201.98,2,2,114,674.38,1,0,0,0.5814034045922407
116.11,3,54576.3,0,3,2,0,0,5,155.52,0,2,45,375.51,3,0,0,0.7461123248939725
73.11,2,33973.57,2,4,2,0,0,4,105.22,1,2,106,1895.05,3,0,0,0.6941701481200152
3.95,2,62112.85,1,0,1,1,0,14,246.1,4,2,72,2034.81,1,0,1,0.016043866774979692
36.17,1,74656.84,1,3,2,0,1,6,197.73,0,0,193,4990.05,0,0,0,0.18283374614568065
18.2,1,63045.63,1,1,4,0,0,14,496.19,3,0,102,4430.17,1,1,0,0.03667210703419371
256.07,3,96758.99,2,3,0,0,0,8,462.78,2,3,7,4021.11,1,0,0,0.5532103352920843
77.08,2,18800.52,2,1,4,0,0,13,423.7,3,1,111,356.46,1,1,0,0.18187824445493156
171.02,3,89570.13,0,0,4,0,0,3,498.67,4,2,50,4381.96,0,0,1,0.34288349339374863
91.39,2,45641.99,1,4,3,0,0,13,205.9,3,3,200,243.96,2,1,1,0.4436407766990291
93.39,0,78277.24,1,2,4,0,0,2,83.7,0,3,168,3091.48,1,0,0,1.1144391408114558
0.9,0,12764.81,2,4,1,0,0,9,484.69,2,3,26,1792.1,1,0,0,0.001856473937168671
157.26,2,33095.58,1,2,1,0,0,8,258.43,3,3,166,875.5,1,0,1,0.6082853053804199
74.08,0,51984.39,1,2,3,0,0,2,58.63,2,1,130,2982.76,0,0,0,1.2613655712583005
107.49,0,24951.6,2,4,3,0,0,13,77.57,4,3,4,2827.45,2,0,1,1.383932020084975
239.78,3,95656.12,0,2,0,0,0,11,23.22,1,0,64,4225.11,2,0,1,10.282161234991424
203.99,1,79733.26,1,4,4,0,0,2,482.07,0,0,166,654.84,3,1,1,0.42306655329033327
10.13,2,545.73,0,0,4,0,0,12,74.16,1,0,180,1364.21,2,1,0,0.13641260436304878
107.77,3,46285.26,2,1,1,0,0,14,123.73,0,0,171,4677.77,0,0,0,0.8703060647662118
214.51,2,72250.87,1,4,2,0,0,10,111.67,0,1,47,2052.72,0,0,0,1.9192090900957324
8.04,1,14241.16,1,1,0,0,0,3,179.89,4,1,61,1307.72,3,0,1,0.04466914828601589
333.05,3,1878.33,0,0,2,0,0,10,477.31,1,1,52,1371.83,3,1,0,0.6976183992794454
91.37,2,40228.44,2,1,4,0,0,11,378.16,2,0,187,3462.44,2,0,0,0.24155342885845713
39.95,3,9824.52,1,1,4,1,0,3,388.74,4,3,209,4226.77,2,0,1,0.10274148750128588
8.72,3,46551.9,2,0,4,0,0,1,353.93,3,2,4,4832.92,0,0,0,0.024630681015733128
189.93,2,2942.61,1,4,4,0,0,4,410.92,4,0,89,3806.58,3,0,1,0.4620943019804389
139.42,0,8505.63,1,3,4,0,0,10,90.56,0,2,238,1645.3,1,0,0,1.5378336642400177
271.07,1,89167.07,0,2,2,0,0,1,350.07,0,2,237,348.21,0,0,1,0.7741097181369049
66.87,3,48454.1,1,0,1,0,0,7,123.11,0,3,99,3472.9,1,0,0,0.5427319211102996
22.53,2,54336.45,0,3,2,0,0,12,451.79,0,2,163,2049.4,3,0,0,0.04985726614884153
24.52,2,88744.08,0,2,4,0,0,14,84.16,0,3,29,454.83,1,0,0,0.2910040351293615
54.06,2,12395.47,1,1,4,0,0,8,381.25,1,3,163,2376.88,3,0,0,0.14175953848170972
323.94,2,41096.47,2,2,3,0,0,3,479.04,3,0,144,4633.46,3,0,0,0.6760863213257085
112.17,1,63056.6,0,3,4,1,0,2,324.43,1,0,63,2131.01,0,0,0,0.3456383077065294
274.83,3,35667.52,0,4,1,0,1,2,169.06,0,2,233,2637.24,1,1,1,1.6246748640340505
17.74,2,59278.2,2,0,0,0,0,5,209.62,0,3,36,4857.83,2,0,0,0.08458897577722677
3.06,3,26820.21,0,0,3,0,0,3,88.4,0,0,221,683.42,1,0,0,0.03457627118644068
51.52,3,82287.62,0,0,0,0,0,2,249.74,2,2,18,817.07,0,0,0,0.20621197566442523
13.06,3,32820.56,0,0,0,0,0,2,80.73,3,2,163,3012.82,0,0,0,0.16157367314116047
125.18,1,12988.25,1,2,4,0,1,1,260.44,0,0,99,3299.32,2,0,0,0.4804636524142166
70.65,3,10948.26,1,3,3,1,0,14,406.98,0,1,189,1463.12,0,1,0,0.17355310995381742
18.46,0,94397.64,2,2,1,0,0,10,421.53,0,1,177,1110.56,2,1,0,0.043782463297203714
23.79,2,23725.73,2,1,1,0,0,13,222.2,3,0,63,4184.22,2,0,0,0.10701754385964912
10.57,2,64532.6,2,0,3,0,0,10,326.49,0,2,221,2779.4,0,1,0,0.03236473866315564
45.46,2,24496.91,1,0,0,0,0,9,427.7,3,1,34,291.19,3,0,0,0.10626460963066854
52.96,2,37385.69,1,3,1,1,0,3,406.1,0,0,196,4833.35,3,0,0,0.13037912358444115
12.22,3,61115.8,0,1,1,0,0,2,142.07,4,2,232,2870.15,3,0,1,0.08595343602729129
361.36,2,80909.06,2,2,0,0,0,13,110.04,4,0,133,3413.33,0,0,1,3.280915198837843
28.91,1,92790.48,0,4,0,0,0,10,31.45,2,2,218,2186.5,3,0,0,0.9163232963549921
60.66,2,50452.48,1,4,0,0,1,11,225.61,0,0,56,1910.78,2,1,1,0.2687519383279429
27.38,0,41169.56,1,2,1,0,1,9,111.01,2,1,15,2196.58,1,1,0,0.24642246422464223
96.19,3,55651.56,0,0,2,0,0,9,123.71,2,2,162,1553.76,3,0,0,0.776916242629836
2.55,1,80606.4,0,4,1,0,0,14,111.96,2,3,210,360.75,0,0,1,0.022755666607174728
52.5,2,5028.29,0,1,1,0,0,8,274.44,3,0,235,296.36,2,0,0,0.19122896481387047
141.17,1,97953.27,2,4,0,0,0,2,257.06,1,2,153,1221.98,3,1,0,0.5489578472546274
129.64,2,93535.17,0,2,3,0,0,2,396.72,2,2,144,1317.91,3,1,0,0.32669724308250586
0.6,1,80088.6,1,1,3,0,0,5,97.05,3,0,4,3542.93,1,0,0,0.006176016469377252
37.27,0,19755.21,1,2,1,0,0,2,364.58,0,1,204,1631.29,0,0,0,0.10219918832949436
130.28,2,61209.25,0,0,1,0,0,10,423.49,4,1,87,226.58,2,0,1,0.3075615571661276
12.38,0,48666.78,0,4,0,0,0,9,170.26,3,2,157,4585.82,3,1,0,0.07266964076074196
121.78,2,41729.99,2,3,2,0,0,5,145.06,0,1,20,2199.65,3,1,0,0.8389363461008542
406.88,0,24849.81,1,4,0,0,0,14,229.52,1,0,160,2915.07,0,0,0,1.771971082658305
194.45,1,92402.48,2,4,0,0,0,2,497.57,2,3,71,313.57,0,0,1,0.3907207587357084
52.94,0,97047.83,1,0,0,0,1,1,192.71,1,2,153,2036.8,2,1,0,0.2745708210155075
226.64,2,27005.19,1,3,3,0,0,7,473.59,1,2,63,1559.43,1,0,1,0.4784563744220904
26.04,2,70021.6,2,2,1,0,0,3,361.97,4,2,35,1168.81,3,0,1,0.0719197945148728
59.59,3,97153.05,0,0,2,0,0,9,99.27,2,2,229,2418.06,2,1,0,0.5996779712186777
209.19,1,60532.17,0,1,3,0,0,13,76.95,1,0,125,2198.57,2,0,0,2.7149902660609992
29.59,2,3759.11,1,3,1,0,0,4,187.56,0,0,125,1756.2,1,0,0,0.15767878077373976
313.12,0,11597.8,1,3,3,0,0,14,459.98,1,3,231,4742.88,0,0,0,0.6805772909059293
377.41,3,22331.99,2,4,3,0,0,13,276.27,4,1,147,3880.83,0,0,1,1.3655968448094946
308.78,2,56837.95,2,1,1,0,0,7,363.49,2,3,20,3614.58,3,0,0,0.8492532797931734
49.17,0,96031.08,0,4,3,0,0,11,79.69,4,2,148,1558.89,0,0,1,0.6162426369219202
88.86,3,65340.13,1,3,0,0,0,11,261.65,4,3,111,2373.55,3,1,1,0.3394842406876791
12.29,3,39154.27,1,0,1,1,0,3,380.69,1,1,107,4413.56,0,0,0,0.0322750072218283
308.12,0,89714.66,0,0,1,0,0,4,448.88,4,3,46,213.93,2,0,1,0.6862666488485011
125.4,2,29163.22,0,4,3,0,0,3,182.08,2,1,163,834.34,3,0,0,0.6883302228565156
7.54,2,44958.53,2,0,1,0,0,14,286.69,1,0,222,4367.47,1,0,0,0.026291014331043618
2.31,0,67431.79,0,1,1,0,0,14,457.41,2,3,29,4782.54,1,0,0,0.00504906996568381
167.81,2,58074.04,1,1,4,0,0,4,174.07,1,0,155,4983.29,2,1,0,0.9634839524602401
122.03,0,65118.57,1,3,1,0,0,12,284.6,4,2,78,3160.29,2,1,1,0.4286266245170354
188.26,1,79003.74,2,3,3,0,0,1,295.18,3,3,218,1797.37,2,0,0,0.6375643457057707
135.18,2,98439.83,1,2,0,0,0,9,99.26,2,3,15,4512.9,0,0,0,1.3605072463768118
87.22,3,7650.03,0,0,0,0,0,14,165.33,3,2,151,914.21,3,0,0,0.5272320618992927
38.12,2,34985.9,1,4,0,0,0,2,356.45,1,0,41,3472.6,3,1,0,0.10691347637077547
58.47,1,75954.13,2,1,3,0,0,9,120.59,2,2,104,849.3,1,0,1,0.484464330101914
70.52,3,39292.6,0,0,0,0,0,11,19.84,3,0,90,84.42,3,0,0,3.536609829488465
103.17,3,95752.03,0,2,0,0,0,14,73.59,2,2,218,4968.34,3,0,0,1.4000542814493147
54.96,1,59586.9,2,4,1,0,0,6,458.53,0,2,96,466.16,0,0,0,0.11983516124108759
103.37,3,73018.86,2,2,1,0,0,14,467.71,3,2,232,925.35,0,0,0,0.22096577670421752
103.98,0,45864.9,0,2,4,0,0,7,125.29,3,3,109,3026.65,1,1,0,0.8292527314777893
171.42,0,87405.57,1,1,4,0,0,6,430.81,3,1,187,4243.44,0,0,0,0.3978092873221786
130.15,3,95208.99,1,0,2,0,0,11,121.93,4,1,183,4952.77,2,0,1,1.0665410145046301
30.43,3,55987.51,1,2,0,0,0,1,264.13,3,1,207,1241.47,3,1,0,0.11516481852931157
78.87,0,81732.47,0,4,3,0,0,12,353.43,1,3,106,1067.35,3,0,0,0.22309280683393204
64.33,3,3445.09,0,1,1,0,0,8,421.02,4,3,213,1890.77,3,1,1,0.1527593085106383
144.96,0,81119.38,1,3,4,0,0,9,448.02,4,3,70,4532.29,3,0,1,0.32348478086226906
232.89,0,34787.23,1,0,1,0,0,13,375.8,3,2,123,571.95,1,0,1,0.6195530726256983
8.18,0,68356.43,1,3,2,0,1,5,461.06,1,0,86,4643.18,2,0,1,0.017737878393616097
254.12,1,32599.65,1,2,4,0,1,11,207.81,0,1,225,2543.02,1,0,0,1.222259631571353
146.98,1,97852.75,1,4,0,0,0,14,330.35,4,1,148,759.17,3,0,1,0.4447874111060674
156.01,2,80783.35,1,2,2,0,0,3,56.0,3,3,59,312.23,1,0,0,2.7809269162210337
12.53,3,9386.21,2,3,2,1,0,7,262.82,4,2,239,2609.28,1,0,1,0.04765708200212992
109.33,1,2939.65,0,3,3,0,0,6,112.96,4,0,233,159.23,3,0,1,0.967008667963913
123.31,1,44392.09,2,0,2,0,0,4,451.19,3,1,66,1470.5,0,1,1,0.27323893726871856
5.94,0,38019.47,1,3,1,0,0,14,228.82,2,0,218,402.09,2,0,0,0.025947929407653333
150.95,1,6692.36,1,1,2,0,0,5,205.03,3,2,92,3879.26,1,0,0,0.7358748110954029
86.16,0,74411.65,1,3,3,0,1,5,167.48,0,1,130,4408.52,2,0,0,0.5141424991049052
88.58,2,21074.17,2,0,2,0,0,5,207.65,0,2,96,4.4,0,0,0,0.42637785800240674
152.4,0,61015.72,1,4,4,0,0,12,51.31,1,1,236,753.25,3,1,0,2.9644038124878427
66.79,3,96168.24,1,3,1,0,0,8,249.72,2,2,36,1397.99,3,1,0,0.26735249379553283
6.49,0,63765.05,0,1,4,0,0,12,486.47,2,3,225,2999.36,3,0,1,0.013338265819923135
215.89,2,74605.79,1,0,1,0,0,11,195.31,3,2,224,3343.43,1,0,0,1.104805281203623
18.32,1,17609.23,2,0,3,0,0,13,24.77,2,2,116,4626.64,0,0,0,0.7366304784881383
121.74,3,85837.95,0,3,4,0,0,13,495.3,4,3,131,2654.4,1,0,1,0.2457408155026241
153.61,2,80701.04,0,1,2,0,0,12,221.31,4,0,112,3840.03,3,0,1,0.6937807687096338
92.41,3,23827.26,1,3,1,0,0,8,121.16,0,2,85,4232.25,1,1,0,0.7620814778162626
197.84,2,86587.27,1,2,2,0,0,14,499.58,1,0,208,91.23,1,1,1,0.39593339737431954
12.27,2,77528.41,0,4,4,0,0,14,239.75,0,0,82,162.28,2,1,0,0.05115697310819262
36.67,2,48173.91,1,4,0,0,1,13,395.62,1,3,147,1104.97,0,0,1,0.09266653189123622
83.83,3,30063.65,0,0,4,0,1,6,19.22,1,3,13,1427.39,3,0,0,4.339026915113871
